sentid	sent	start	finish	error	correction	tag	levenstein	lemmaequal	grammequal	stemequal	lenorig	lencorr	bastard	pos1	pos2
50745	Черепаха осталась в воде, она плавает, а они решили ее поймать помощей удочки и наконец они вытащили из воды, а Сема взял черепаху в руки, взял все своё принадлежности и побрел домой вместе с Петькой. 	28	28	своё		morph	4	0	0	0	1	0	0	APRO=(вин 	
50748	Они выкопали яму и только они приготовились похоронить черепаху, как выяснилось, что она живая после чего они все сели рядом друг с другом и были очень довольны почему— то (здесь они продолжают быть очень довольными), а потом они вместе все побрели домой. 	39	40	вместе все 	все вместе  	syntax	7	0	0	0	3	4	0	ADV=  APRO=(им 	SPRO  ADV= 
50823	Волк пешком шел на улице, пнул мусор, там нашел сигаретку, начал курить, , еще чуть— чуть шел и накапала сверху водичка и его сигаретку... 	16	16	шел		asp	3	0	0	0	1	0	0	V 	
50823	Волк пешком шел на улице, пнул мусор, там нашел сигаретку, начал курить, , еще чуть— чуть шел и накапала сверху водичка и его сигаретку... 	16	16	шел		asp	3	0	0	0	1	0	0	V 	
50823	Волк пешком шел на улице, пнул мусор, там нашел сигаретку, начал курить, , еще чуть— чуть шел и накапала сверху водичка и его сигаретку... 	16	16	шел		asp	3	0	0	0	1	0	0	V 	
50823	Волк пешком шел на улице, пнул мусор, там нашел сигаретку, начал курить, , еще чуть— чуть шел и накапала сверху водичка и его сигаретку... 	16	16	шел		asp	3	0	0	0	1	0	0	V 	
50824	Полицейские мимо проехали, увидел зайчика, вкусный зайчик, хотел скушать зайчика, так что взял веревку откуда— то, , бросил веревку наверх, начинал лазить по веревке. 	23	1	Полицейские		lex	11	0	0	0	1	0	0	S 	
50824	Полицейские мимо проехали, увидел зайчика, вкусный зайчик, хотел скушать зайчика, так что взял веревку откуда— то, , бросил веревку наверх, начинал лазить по веревке. 	20	21	начинал лазить 	полез  	asp	12	0	0	0	3	3	0	V  V 	V 
50825	Зайчик с ножницами отрезала ненужные цветов и почему— то срезала веревку и он упал, прямо в полицейский вагон, мотоцикл. 	10	10	срезала		lex	7	0	0	0	1	0	0	V 	
50825	Зайчик с ножницами отрезала ненужные цветов и почему— то срезала веревку и он упал, прямо в полицейский вагон, мотоцикл. 	10	10	срезала		lex	7	0	0	0	1	0	0	V 	
50825	Зайчик с ножницами отрезала ненужные цветов и почему— то срезала веревку и он упал, прямо в полицейский вагон, мотоцикл. 	10	10	срезала		lex	7	0	0	0	1	0	0	V 	
50825	Зайчик с ножницами отрезала ненужные цветов и почему— то срезала веревку и он упал, прямо в полицейский вагон, мотоцикл. 	10	10	срезала		lex	7	0	0	0	1	0	0	V 	
50827	Ну, когда он в пляж и по дороге увидел poster с рекламой сока и там зайчик то же самый model сок. 	4	4	в		constr	1	0	0	0	1	0	0	S 	
50827	Ну, когда он в пляж и по дороге увидел poster с рекламой сока и там зайчик то же самый model сок. 	17	17	то		coord	2	0	0	0	1	0	0	PART= 	
50827	Ну, когда он в пляж и по дороге увидел poster с рекламой сока и там зайчик то же самый model сок. 	20	20	model		cs	5	0	0	0	1	0	0	 	
50828	Увидя это, решил взять кирпич, бросить в рекламу, решил просто нарисовать bull’s и десять где— то шагов назад пошел и потом встрелнул в рекламу и прямо попал. 	1	1	Увидя		asp	5	0	0	0	1	0	0	V 	
50828	Увидя это, решил взять кирпич, бросить в рекламу, решил просто нарисовать bull’s и десять где— то шагов назад пошел и потом встрелнул в рекламу и прямо попал. 	12	12	bull’s		cs	6	0	0	0	1	0	0	   	
50828	Увидя это, решил взять кирпич, бросить в рекламу, решил просто нарисовать bull’s и десять где— то шагов назад пошел и потом встрелнул в рекламу и прямо попал. 	22	22	встрелнул		morph	9	0	0	0	1	0	0	S 	
50828	Увидя это, решил взять кирпич, бросить в рекламу, решил просто нарисовать bull’s и десять где— то шагов назад пошел и потом встрелнул в рекламу и прямо попал. 	26	26	прямо		lex	5	0	0	0	1	0	0	PART= 	
50829	А потом он начинает стараться вытащить его стрелу и не может и потом весь забор падает. 	4	5	начинает стараться 	старается  	lex	12	0	0	0	3	3	0	V  V 	V 
50829	А потом он начинает стараться вытащить его стрелу и не может и потом весь забор падает. 	7	7	его		ref	3	0	0	0	1	0	0	SPRO 	
50830	Потом он заглядывает в заборе, , видит там зайчика. 	6	6	видит		lex	5	0	0	0	1	0	0	V 	
50830	Потом он заглядывает в заборе, , видит там зайчика. 	6	6	видит		lex	5	0	0	0	1	0	0	V 	
50831	Зайчика не было, но были другие животные, испугались волка, но он наконец зашел на пляж. 	8	8	испугались		ref	10	0	0	0	1	0	0	V 	
50833	Очень тихо подошел, чтобы не заметила зайчик, и как только он хотел схватить, ну, корабль ( слишком большой), лодка с веревкой оттянула зайчика на лыжах по воде и волк промахнулся, так что зайчик по воде на лыжи просто каталась, волк хотел поймать, и дальше на пляж побежал, чтобы встрелнуть в веревку, а лыгнул, надел очки и хорошо встрелнул веревку и веревка порвалась и зайчик упал в воду. 	52	52	лыгнул		morph	6	0	0	0	1	0	0	V 	
50833	Очень тихо подошел, чтобы не заметила зайчик, и как только он хотел схватить, ну, корабль ( слишком большой), лодка с веревкой оттянула зайчика на лыжах по воде и волк промахнулся, так что зайчик по воде на лыжи просто каталась, волк хотел поймать, и дальше на пляж побежал, чтобы встрелнуть в веревку, а лыгнул, надел очки и хорошо встрелнул веревку и веревка порвалась и зайчик упал в воду. 	52	52	лыгнул		morph	6	0	0	0	1	0	0	V 	
50833	Очень тихо подошел, чтобы не заметила зайчик, и как только он хотел схватить, ну, корабль ( слишком большой), лодка с веревкой оттянула зайчика на лыжах по воде и волк промахнулся, так что зайчик по воде на лыжи просто каталась, волк хотел поймать, и дальше на пляж побежал, чтобы встрелнуть в веревку, а лыгнул, надел очки и хорошо встрелнул веревку и веревка порвалась и зайчик упал в воду. 	52	52	лыгнул		morph	6	0	0	0	1	0	0	V 	
50833	Очень тихо подошел, чтобы не заметила зайчик, и как только он хотел схватить, ну, корабль ( слишком большой), лодка с веревкой оттянула зайчика на лыжах по воде и волк промахнулся, так что зайчик по воде на лыжи просто каталась, волк хотел поймать, и дальше на пляж побежал, чтобы встрелнуть в веревку, а лыгнул, надел очки и хорошо встрелнул веревку и веревка порвалась и зайчик упал в воду. 	52	52	лыгнул		morph	6	0	0	0	1	0	0	V 	
50833	Очень тихо подошел, чтобы не заметила зайчик, и как только он хотел схватить, ну, корабль ( слишком большой), лодка с веревкой оттянула зайчика на лыжах по воде и волк промахнулся, так что зайчик по воде на лыжи просто каталась, волк хотел поймать, и дальше на пляж побежал, чтобы встрелнуть в веревку, а лыгнул, надел очки и хорошо встрелнул веревку и веревка порвалась и зайчик упал в воду. 	52	52	лыгнул		morph	6	0	0	0	1	0	0	V 	
50833	Очень тихо подошел, чтобы не заметила зайчик, и как только он хотел схватить, ну, корабль ( слишком большой), лодка с веревкой оттянула зайчика на лыжах по воде и волк промахнулся, так что зайчик по воде на лыжи просто каталась, волк хотел поймать, и дальше на пляж побежал, чтобы встрелнуть в веревку, а лыгнул, надел очки и хорошо встрелнул веревку и веревка порвалась и зайчик упал в воду. 	52	52	лыгнул		morph	6	0	0	0	1	0	0	V 	
50833	Очень тихо подошел, чтобы не заметила зайчик, и как только он хотел схватить, ну, корабль ( слишком большой), лодка с веревкой оттянула зайчика на лыжах по воде и волк промахнулся, так что зайчик по воде на лыжи просто каталась, волк хотел поймать, и дальше на пляж побежал, чтобы встрелнуть в веревку, а лыгнул, надел очки и хорошо встрелнул веревку и веревка порвалась и зайчик упал в воду. 	52	52	лыгнул		morph	6	0	0	0	1	0	0	V 	
50833	Очень тихо подошел, чтобы не заметила зайчик, и как только он хотел схватить, ну, корабль ( слишком большой), лодка с веревкой оттянула зайчика на лыжах по воде и волк промахнулся, так что зайчик по воде на лыжи просто каталась, волк хотел поймать, и дальше на пляж побежал, чтобы встрелнуть в веревку, а лыгнул, надел очки и хорошо встрелнул веревку и веревка порвалась и зайчик упал в воду. 	52	52	лыгнул		morph	6	0	0	0	1	0	0	V 	
50833	Очень тихо подошел, чтобы не заметила зайчик, и как только он хотел схватить, ну, корабль ( слишком большой), лодка с веревкой оттянула зайчика на лыжах по воде и волк промахнулся, так что зайчик по воде на лыжи просто каталась, волк хотел поймать, и дальше на пляж побежал, чтобы встрелнуть в веревку, а лыгнул, надел очки и хорошо встрелнул веревку и веревка порвалась и зайчик упал в воду. 	52	52	лыгнул		morph	6	0	0	0	1	0	0	V 	
50834	А обрадуюсь, волк побежал в воду и все. 	2	2	обрадуюсь		syntax	9	0	0	0	1	0	0	V 	
50925	Я считаю, что Улицкая заканчивает свой рассказ на такой прозаичной ноте, потому— что это демонстрирует манеру Берты и Матиаса. 	12	13	потому что 	потому что  	orpho	1	0	0	0	3	4	0	ADVPRO=  SPRO 	ADVPRO=  SPRO 
50925	Я считаю, что Улицкая заканчивает свой рассказ на такой прозаичной ноте, потому— что это демонстрирует манеру Берты и Матиаса. 	15	16	демонстрирует манеру 	отражает состояние  	lex	17	0	0	0	3	4	0	V  S 	V=непрош  S 
51240	Мальчик пошел на рыбалку и он при... и с ним пришли, пришла его собака и лягушка, аа, рыба потянула на, на.... ( (I don’t know what the word is)) на веревку, мальчик тянул, тянул, и не мог вытянуть рыбу, так он упал в воду, и за его упала собака и лягушка. 	21	22	на... I 	за.... ( (I  	cs, gov, lex	6	0	0	0	3	5	0	PR=   	PR=    
51243	Мальчик тянул и тянул собаку, и лягушка, лягушка взяла с собаки лапу. 	0	12		собаки.  	lex	9	0	0	0	0	3	0		S  
51244	Мальчик бежал обратно с собакой и он держал собаку, и лягушка старалась за ними. 	4	4	и		lex	1	0	0	0	1	0	0	CONJ= 	
51246	Аааа, собака разговаривает с лягушкой и мальчик играет с ведром, а лягушка обратно приплыла и потянула на собакин хвост. 	18	19	собакин хвост 	хвост собаки.  	syntax, morph	12	0	0	0	3	4	0	S  S 	S  S  
51247	Мальчик не знал что делать и собака утопилась, аааа, мальчик раздевается и ( я не знаю почему мальчик раздевается) и собака и лягушка обратно в воде. 	19	20	лягушка		lex	7	0	0	0	1	0	0	S 	
51250	Аааа, мальчик старался взять лягушку, лягушку из воды и взял ее домой, но взял лягушку с собой. 	13	13	но		syntax	2	0	0	0	1	0	0	CONJ= 	
51276	Значит, мультфильм начинается с волком, который идет по улице и он опрокидывает мусорное ведро. 	5	5	волком		gov	6	0	0	0	1	0	0	S 	
51276	Значит, мультфильм начинается с волком, который идет по улице и он опрокидывает мусорное ведро. 	5	5	волком		gov	6	0	0	0	1	0	0	S 	
51277	Там он находит сигарету, которую начинает курить, , но на него капает вода и когда он смотрит вверх, он видит зайца, который поливает свои растения на балконе. 	6	7	начинает курить 	закуривает,  	lex	12	0	0	0	3	3	0	V  V 	V 
51278	Волк сразу думает, что заяц будет очень вкусный, если приготовленный и он пытается залезть на его балкон, используя веревку, которой он, на которой висело белье. 	9	10	если приготовленный приготовленный 	если приготовить его  	lex	18	0	0	0	4	5	0	CONJ=  V=(прош  V=(прош 	CONJ=  V=инф  SPRO 
51279	Но заяц, когда видит веревку, по которой лез волк, ее просто режет и волк падает вниз, , прямо на милицию. 	19	19	милицию		lex	7	0	0	0	1	0	0	S 	
51279	Но заяц, когда видит веревку, по которой лез волк, ее просто режет и волк падает вниз, , прямо на милицию. 	19	19	милицию		lex	7	0	0	0	1	0	0	S 	
51280	И когда они уходят, он как бы кричит: « «Ну, погоди!». После этого волк идет на пляж, у него типа очки и ласты и какая— то... 	4	4	уходят		lex	6	0	0	0	1	0	0	V 	
51280	И когда они уходят, он как бы кричит: « «Ну, погоди!». После этого волк идет на пляж, у него типа очки и ласты и какая— то... 	4	4	уходят		lex	6	0	0	0	1	0	0	V 	
51285	Попадает правильно, но когда питается вытащить свою, свой гарпун, он опрокидывает весь забор, а на другой стороне все там в купальниках, на пляж. 	23	23	пляж		gov	4	0	0	0	1	0	0	S 	
51287	Он обходит всех животных лежущих там, загорающих и видит, как заяц сидит на причале. 	5	5	лежущих		morph	7	0	0	0	1	0	0	A=(пр 	
51288	Он к нему, волк к зайцу прокрадывается, но как раз когда он собирается его схватить, заяц уезжает, он катается на лыжах с лодкой, , его лодка везет на лыжах по воде. 	7	7	прокрадывается		morph	14	0	0	0	1	0	0	V 	
51288	Он к нему, волк к зайцу прокрадывается, но как раз когда он собирается его схватить, заяц уезжает, он катается на лыжах с лодкой, , его лодка везет на лыжах по воде. 	7	7	прокрадывается		morph	14	0	0	0	1	0	0	V 	
51289	Волк смотрит и идет по берегу, потом стреляет гарпуной по веревке, по которой зайца везут, заяц попадает в воду и волк за ним плывет. 	12	12	по		constr	2	0	0	0	1	0	0	PR= 	
51289	Волк смотрит и идет по берегу, потом стреляет гарпуной по веревке, по которой зайца везут, заяц попадает в воду и волк за ним плывет. 	12	12	по		constr	2	0	0	0	1	0	0	PR= 	
51293	Статья посвящена теме туризма в России, какие проблемы существуют и как россияне о туристов думают. 	0	9		нём  	ref	5	0	0	0	0	3	0		SPRO 
51293	Статья посвящена теме туризма в России, какие проблемы существуют и как россияне о туристов думают. 	11	11	туристов		gov, lex	8	0	0	0	1	0	0	S 	
51295	Кроме этого автор называет дальнейшие проблемы российского туризма. 	4	4	называет		lex	8	0	0	0	1	0	0	V 	
51300	Но автор отмечает, что феномен туризма делает возможным свою жизнь и свою биографию обогатить. 	7	8	делает возможным возможным возможным возможным 	помогает  	lex	42	0	0	0	6	3	0	V  A=(дат  A=(дат  A=(дат  S 	V 
51300	Но автор отмечает, что феномен туризма делает возможным свою жизнь и свою биографию обогатить. 	13	13	биографию		not-clear	9	0	0	0	1	0	0	S 	
51304	Я родилась двадцать восьмого августа, в тысяча девятьсот девяносто пятого году. 	7	10	тысяча девятьсот девяносто пятого 	тысяча девятьсот девяносто пятом  	coord	2	0	0	0	5	6	0	S  NUM=(вин|им)  NUM=(вин|им)  ANUM=(вин 	S  NUM=(вин|им)  NUM=(вин|им)  ANUM=(пр 
51305	Мой родной город– Санкт Петербург. 	4	5	Санкт Петербург 	Санкт-Петербург.  	orpho	3	0	0	0	3	3	0	COM=  S 	S  
51306	Я прилетела в Америку с мамой, когда мне было пять лет. 	1	1	прилетела		asp	9	0	0	0	1	0	0	V 	
51307	Мой младшей брат Лёша родился через три года, а через ещё четыре- брат Саша. 	2	2	младшей		orpho, morph	7	0	0	0	1	0	0	A=(пр 	
51310	Учить иностранные языки- очень интересная работа. 	6	6	работа		lex	6	0	0	0	1	0	0	S 	
51311	Русский знать для меня очень важно и может во многом дать плюс. 	8	8	может		ref	5	0	0	0	1	0	0	ADV 	
51312	Например, можно читать великие произвидения Пушкина и Толстого в оригинале. 	5	5	произвидения		orpho	12	0	0	0	1	0	0	S 	
51313	Владение большо одного языка, ещё прозволяет общаться со многими интересными людьми по всему миру. 	4	4	языка		gov	5	0	0	0	1	0	0	S 	
51313	Владение большо одного языка, ещё прозволяет общаться со многими интересными людьми по всему миру. 	4	4	языка		gov	5	0	0	0	1	0	0	S 	
51314	Я лично хочу работать в United Nations, , чтобы могла воспользываться русским языком каждый день на работе. 	1	2	лично		constr	5	0	0	0	1	0	0	ADV= 	
51314	Я лично хочу работать в United Nations, , чтобы могла воспользываться русским языком каждый день на работе. 	10	10	воспользываться		lex	15	0	0	0	1	0	0	V 	
51315	Есле у меня будут дети, я хотела бы, чтобы они тоже владели таким прекрасным языком. 	1	1	Есле		orpho	4	0	0	0	1	0	0	S 	
51354	 Не смотря на то что мы толъко читали одну главу, мне было очень интересено. 	1	2	Не смотря 	Несмотря  	orpho	2	0	0	0	3	3	0	PART=  ADV= 	ADV= 
51354	 Не смотря на то что мы толъко читали одну главу, мне было очень интересено. 	7	8	толъко читали 	читали только  	syntax	13	0	0	0	3	4	0	ADV  V 	V  PART= 
51357	 На пример, , обсуждали историю Иесуса Христа. 	1	2	На пример 	Например,  	orpho	3	0	0	0	3	3	0	PR=  S 	ADV 
51449	sapogami proveril ^e, net ejo tam. ( 	1	1	sapogami		lex	8	0	0	0	1	0	0	 	
51457	 (8) Potom mal stal krjchatkogo kogo-to kotorogo, 	5	5	krjchat		lex	7	0	0	0	1	0	0	 	
51466	6: ( (12) I potom tam vysko^chila sova, potom mal upal 	6	6	vysko^chila		lex	11	0	0	0	1	0	0	   	
51471	 (16) I povesil na olene. ( 	3	3	povesil		lex	7	0	0	0	1	0	0	 	
51480	 (24) I odnu l^jagu^shku vz^jali i nau^chit xoteli ejo, podrastit, 	10	10	podrastit		lex	9	0	0	0	1	0	0	 	
51482	Янемогудождадса до кониколов. 	3	3	кониколов		constr, morph, orpho	9	0	0	0	1	0	0	S 	
51482	Янемогудождадса до кониколов. 	3	3	кониколов		constr, morph, orpho	9	0	0	0	1	0	0	S 	
51482	Янемогудождадса до кониколов. 	3	3	кониколов		constr, morph, orpho	9	0	0	0	1	0	0	S 	
51483	Конэшно, блишние кониколи читириНуэто 	2	2	блишние		lex	7	0	0	0	1	0	0	A=(вин 	
51483	Конэшно, блишние кониколи читириНуэто 	2	2	блишние		lex	7	0	0	0	1	0	0	A=(вин 	
51484	Нуэтобудеть нужни отдоx. Будеть 	3	3	отдоx		orpho	5	0	0	0	1	0	0	V 	
51484	Нуэтобудеть нужни отдоx. Будеть 	3	3	отдоx		orpho	5	0	0	0	1	0	0	V 	
51484	Нуэтобудеть нужни отдоx. Будеть 	3	3	отдоx		orpho	5	0	0	0	1	0	0	V 	
51485	Будетьxорошо поест домашнию пишуи увидит друзеиРодители 	4	4	пишу		orpho, lex, gov	4	0	0	0	1	0	0	V 	
51485	Будетьxорошо поест домашнию пишуи увидит друзеиРодители 	4	4	пишу		orpho, lex, gov	4	0	0	0	1	0	0	V 	
51485	Будетьxорошо поест домашнию пишуи увидит друзеиРодители 	4	4	пишу		orpho, lex, gov	4	0	0	0	1	0	0	V 	
51485	Будетьxорошо поест домашнию пишуи увидит друзеиРодители 	4	4	пишу		orpho, lex, gov	4	0	0	0	1	0	0	V 	
51485	Будетьxорошо поест домашнию пишуи увидит друзеиРодители 	4	4	пишу		orpho, lex, gov	4	0	0	0	1	0	0	V 	
51486	Родителиневос поствятменя ченит 	3	3	ченит		orpho	5	0	0	0	1	0	0	S 	
51486	Родителиневос поствятменя ченит 	3	3	ченит		orpho	5	0	0	0	1	0	0	S 	
51486	Родителиневос поствятменя ченит 	3	3	ченит		orpho	5	0	0	0	1	0	0	S 	
51848	Я родолся в Москве восемнадцатого августа 1993 года. 	2	2	родолся		orpho	7	0	0	0	1	0	0	V 	
51849	В четыре переехал в США, где закончил школу и поступил в институт. 	2	2	четыре		lex	6	0	0	0	1	0	0	NUM=(им|вин 	
51850	Следущие шесть лет я учился на факултете информатики в MIT. 	1	1	Следущие		orpho	8	0	0	0	1	0	0	S 	
51850	Следущие шесть лет я учился на факултете информатики в MIT. 	7	7	факултете		orpho	9	0	0	0	1	0	0	S 	
51851	По окончании института, я начал путешествовать, всё это время продолжая работу за компьютером. 	11	13	компьютером		constr	11	0	0	0	1	0	0	S 	
51853	После того как я вдоволь насладился миром, я вернулся в мой дом в Каливорние. 	11	11	мой		ref	3	0	0	0	1	0	0	APRO=(вин 	
51854	Я не расчитываю на то, что я буду использывать мои знания русского язхыка в профессиональной жизни. 	3	3	расчитываю		orpho	10	0	0	0	1	0	0	V 	
51854	Я не расчитываю на то, что я буду использывать мои знания русского язхыка в профессиональной жизни. 	9	9	использывать		orpho, morph	12	0	0	0	1	0	0	V 	
51854	Я не расчитываю на то, что я буду использывать мои знания русского язхыка в профессиональной жизни. 	10	10	мои		ref	3	0	0	0	1	0	0	APRO=(им 	
51854	Я не расчитываю на то, что я буду использывать мои знания русского язхыка в профессиональной жизни. 	13	13	язхыка		typo	6	0	0	0	1	0	0	S 	
51856	Уметь читать книги, и особенно поэзию, в оригинале представляет удивительные возможности в плане развлечения и познания. 	7	9	представляет		lex	12	0	0	0	1	0	0	V 	
51857	Я могу читать на трёх языках, и знание каждого мне очень пригодилость. 	12	12	пригодилость		typo	12	0	0	0	1	0	0	S 	
51858	Несмотря на это, я не собираюсь глубоко изучать русский язык: для меня, умение читать и говорить в ежедневной жизни гораздо важнее формаоьного изучения. 	18	18	ежедневной		lex	10	0	0	0	1	0	0	A=(пр 	
51879	У меня пока нето любимый автор потому— что мы не читали много произведении из один автора но много произведении из разнах авторах. 	22	22	авторах		gov	7	0	0	0	1	0	0	S 	
51879	У меня пока нето любимый автор потому— что мы не читали много произведении из один автора но много произведении из разнах авторах. 	22	22	авторах		gov	7	0	0	0	1	0	0	S 	
51879	У меня пока нето любимый автор потому— что мы не читали много произведении из один автора но много произведении из разнах авторах. 	22	22	авторах		gov	7	0	0	0	1	0	0	S 	
51879	У меня пока нето любимый автор потому— что мы не читали много произведении из один автора но много произведении из разнах авторах. 	22	22	авторах		gov	7	0	0	0	1	0	0	S 	
51879	У меня пока нето любимый автор потому— что мы не читали много произведении из один автора но много произведении из разнах авторах. 	22	22	авторах		gov	7	0	0	0	1	0	0	S 	
51879	У меня пока нето любимый автор потому— что мы не читали много произведении из один автора но много произведении из разнах авторах. 	22	22	авторах		gov	7	0	0	0	1	0	0	S 	
51879	У меня пока нето любимый автор потому— что мы не читали много произведении из один автора но много произведении из разнах авторах. 	22	22	авторах		gov	7	0	0	0	1	0	0	S 	
51879	У меня пока нето любимый автор потому— что мы не читали много произведении из один автора но много произведении из разнах авторах. 	22	22	авторах		gov	7	0	0	0	1	0	0	S 	
51880	Я иногда не понемала о чем были разные произведении каторые мы читали, или они просто были очень сложные. 	4	4	понемала		orpho	8	0	0	0	1	0	0	A=ед 	
51880	Я иногда не понемала о чем были разные произведении каторые мы читали, или они просто были очень сложные. 	9	9	произведении		morph	12	0	0	0	1	0	0	S 	
51880	Я иногда не понемала о чем были разные произведении каторые мы читали, или они просто были очень сложные. 	10	10	каторые		orpho	7	0	0	0	1	0	0	ANUM=(им 	
51881	 Так— что даже если один стихотворение или рассказ замечательное, может быть не будет мое любимое потому что слижком сложное. 	1	2	Так что 	Так что  	orpho	1	0	0	0	3	4	0	ADVPRO=  SPRO 	ADVPRO=  SPRO 
51881	 Так— что даже если один стихотворение или рассказ замечательное, может быть не будет мое любимое потому что слижком сложное. 	14	15	любимое		gov	7	0	0	0	1	0	0	A=(вин 	
51881	 Так— что даже если один стихотворение или рассказ замечательное, может быть не будет мое любимое потому что слижком сложное. 	18	18	слижком		orpho	7	0	0	0	1	0	0	S 	
51882	Один любимое стихотворение у меня ето Стихи о советском паспорте, автор Владимир Маяковский. 	1	1	Один		coord	4	0	0	0	1	0	0	APRO=(вин 	
51882	Один любимое стихотворение у меня ето Стихи о советском паспорте, автор Владимир Маяковский. 	6	6	ето		orpho	3	0	0	0	1	0	0	S 	
51883	Мне этот стихотворение очень нравется потому что я люблю политические стихотворении пра Советском Союзе. 	14	14	Союзе		gov	5	0	0	0	1	0	0	S 	
51883	Мне этот стихотворение очень нравется потому что я люблю политические стихотворении пра Советском Союзе. 	14	14	Союзе		gov	5	0	0	0	1	0	0	S 	
51883	Мне этот стихотворение очень нравется потому что я люблю политические стихотворении пра Советском Союзе. 	14	14	Союзе		gov	5	0	0	0	1	0	0	S 	
51883	Мне этот стихотворение очень нравется потому что я люблю политические стихотворении пра Советском Союзе. 	14	14	Союзе		gov	5	0	0	0	1	0	0	S 	
51883	Мне этот стихотворение очень нравется потому что я люблю политические стихотворении пра Советском Союзе. 	14	14	Союзе		gov	5	0	0	0	1	0	0	S 	
51885	потому что показывает, через хорошаю образу, как иностранцы думают о русскаю национальность. 	12	12	национальность		gov	14	0	0	0	1	0	0	S 	
51885	потому что показывает, через хорошаю образу, как иностранцы думают о русскаю национальность. 	12	12	национальность		gov	14	0	0	0	1	0	0	S 	
51885	потому что показывает, через хорошаю образу, как иностранцы думают о русскаю национальность. 	12	12	национальность		gov	14	0	0	0	1	0	0	S 	
51885	потому что показывает, через хорошаю образу, как иностранцы думают о русскаю национальность. 	12	12	национальность		gov	14	0	0	0	1	0	0	S 	
51886	Втарая у меня любимое стихотворение это Зимняя Ночь. 	1	1	Втарая		orpho, coord	6	0	0	0	1	0	0	A=им 	
51887	Мне нравется контраст с первом стихотворении. 	2	2	нравется		orpho	8	0	0	0	1	0	0	V 	
51887	Мне нравется контраст с первом стихотворении. 	5	6	стихотворении		gov	13	0	0	0	1	0	0	S 	
51888	Я люблю как красиво читается и я думаю о роджество когда я это читаю. 	3	3	как		not-clear	3	0	0	0	1	0	0	ADVPRO= 	
51888	Я люблю как красиво читается и я думаю о роджество когда я это читаю. 	5	5	читается		lex	8	0	0	0	1	0	0	V 	
51888	Я люблю как красиво читается и я думаю о роджество когда я это читаю. 	10	10	роджество		orpho, gov	9	0	0	0	1	0	0	S 	
51889	Я не магу только одно стихотворенние выбрать, но я буду обсуждать одно больше чемб все другие. 	14	14	чемб		morph	4	0	0	0	1	0	0	S 	
51889	Я не магу только одно стихотворенние выбрать, но я буду обсуждать одно больше чемб все другие. 	14	14	чемб		morph	4	0	0	0	1	0	0	S 	
51889	Я не магу только одно стихотворенние выбрать, но я буду обсуждать одно больше чемб все другие. 	14	14	чемб		morph	4	0	0	0	1	0	0	S 	
51889	Я не магу только одно стихотворенние выбрать, но я буду обсуждать одно больше чемб все другие. 	14	14	чемб		morph	4	0	0	0	1	0	0	S 	
51890	Мои самые любимы стихи: « «Баллада о матери», « «Соловьи», и « Последний бой». 	1	1	любимы		morph	6	0	0	0	1	0	0	A=мн 	
51891	Мое самое самое стихотворенние это « Последний бой», потому что Любэ моя самая любимая группа. 	2	4	стихотворенние		orpho	14	0	0	0	1	0	0	A=(вин 	
51893	Когда я сидела за комютером и просто слушала песни Любе, я вспоменала что мы это читали в классе. 	10	10	Любе		orpho	4	0	0	0	1	0	0	S 	
51893	Когда я сидела за комютером и просто слушала песни Любе, я вспоменала что мы это читали в классе. 	10	10	Любе		orpho	4	0	0	0	1	0	0	S 	
51893	Когда я сидела за комютером и просто слушала песни Любе, я вспоменала что мы это читали в классе. 	10	10	Любе		orpho	4	0	0	0	1	0	0	S 	
51894	Это песня про солдат, которые очень устали от войны, и хотят ехать домой в Россию, что— бы маму увидеть и свои жизни дожить. 	12	12	ехать		lex	5	0	0	0	1	0	0	V 	
51894	Это песня про солдат, которые очень устали от войны, и хотят ехать домой в Россию, что— бы маму увидеть и свои жизни дожить. 	16	17	что бы 	чтобы  	orpho	2	0	0	0	3	3	0	SPRO  PART= 	CONJ= 
51895	Мне кажетса, что девушки чуть редко— чуть такие песни слушают и больше всех нравиться. 	14	14	нравиться		not-clear	9	0	0	0	1	0	0	V 	
51895	Мне кажетса, что девушки чуть редко— чуть такие песни слушают и больше всех нравиться. 	14	14	нравиться		not-clear	9	0	0	0	1	0	0	V 	
51895	Мне кажетса, что девушки чуть редко— чуть такие песни слушают и больше всех нравиться. 	14	14	нравиться		not-clear	9	0	0	0	1	0	0	V 	
51897	Мои самые любимые стихиЛюбэ(Я не уверена точна потому что я не видела за жизнь, давай брат до конца, Давай за тех кто дома ждет тебя». 	7	7	точна		orpho	5	0	0	0	1	0	0	A=ед 	
51901	Мне понравилось их читать, потому что их рассказы была чуть— чуть легчи чем рассказы других авторов. 	12	12	легчи		orpho	5	0	0	0	1	0	0	V 	
51901	Мне понравилось их читать, потому что их рассказы была чуть— чуть легчи чем рассказы других авторов. 	12	12	легчи		orpho	5	0	0	0	1	0	0	V 	
51902	Я люблю Драгунский потому что метафоры и как он пает голосем. 	12	12	голосем		morph, not-clear	7	0	0	0	1	0	0	S 	
51902	Я люблю Драгунский потому что метафоры и как он пает голосем. 	12	12	голосем		morph, not-clear	7	0	0	0	1	0	0	S 	
51902	Я люблю Драгунский потому что метафоры и как он пает голосем. 	12	12	голосем		morph, not-clear	7	0	0	0	1	0	0	S 	
